source,theme,titre,date,date_parsed,auteur,contenu,url
Senego,Sport,Vers la création d’une Fédération sénégalaise de lutte : Une réunion décisive prévue le 18 juin,"12 juin 2025, 15:29",2025-06-12,Diéry DIALLO,"Initialement, le mandat de l’actuelle équipe dirigeante du Comité national de gestion de la lutte (CNG) avait été fixé à un an, dans l’optique d’une transition vers la création d’une véritable Fédération sénégalaise de lutte. Cette perspective semble toujours d’actualité.
En effet, selon une source au ministère des Sports contactée par Les Arènes TV pour une autre affaire, une réunion importante est prévue dans ce cadre. « Elle se tiendra le mercredi 18 juin 2025 au stade Léopold Sédar Senghor, en présence des membres du CNG », lit-on dans le site spécialisé visité par Senego.
Cette rencontre s’inscrit dans le processus de suivi du chronogramme de mise en place de la future Fédération. Une avancée qui pourrait marquer un tournant décisif pour l’organisation de la lutte au Sénégal.",https://senego.com/vers-la-creation-dune-federation-senegalaise-de-lutte-une-reunion-decisive-prevue-le-18-juin_1847843.html
Senego,Sport,Bundesliga: Bayer Leverkusen s’offre un jeune défenseur sénégalais !,"12 juin 2025, 13:06",2025-06-12,Diéry DIALLO,"Le jeune d√©fenseur s√©n√©galais Abdoulaye Faye va finalement rejoindre le Bayer Leverkusen, champion d‚ÄôAllemagne en 2023-2024. Selon les informations du journaliste sp√©cialis√© en transferts Fabrizio Romano, le club allemand a pris une longueur d‚Äôavance sur ses concurrents en trouvant un accord de principe avec le BK H√§cken, formation su√©doise actuelle de Faye.
üö®üî¥‚ö´Ô∏è Bayer Leverkusen have agreed deal to sign Abdoulaye Faye as new centre back for the future.
20 year old defender from H√§cken will join in the next days. üá∏üá≥
pic.twitter.com/g3N2PUZyTR
‚Äî Fabrizio Romano (@FabrizioRomano)
June 11, 2025
Le d√©fenseur central de 20 ans devrait rejoindre l‚Äôeffectif de Erik ten Hag dans les prochains jours.
Form√© √† l‚ÄôInstitut Diambars, Abdoulaye Faye √©tait tr√®s courtis√© en Europe. Plusieurs clubs s‚Äô√©taient positionn√©s pour l‚Äôenr√¥ler, dont le PSV Eindhoven et l‚ÄôAS Saint-√âtienne. Mais c‚Äôest finalement vers la Bundesliga qu‚Äôil se dirige, dans une √©quipe r√©put√©e pour sa capacit√© √† faire √©clore de jeunes talents, √† l‚Äôimage de Florian Wirtz ou encore Jeremie Frimpong.",https://senego.com/bundesliga-bayer-leverkusen-soffre-un-jeune-defenseur-senegalais_1847796.html
Senego,Sport,"Mamadou Sarr bientôt avec l’équipe nationale du Sénégal ? Regardez la réponse de son père, Pape Sarr, ancien international","12 juin 2025, 11:28",2025-06-12,Diéry DIALLO,"Pr√©sent en Angleterre pour assister au match amical des Lions contre les Three Lions (3-1), l‚Äôancien international s√©n√©galais Pape Sarr s‚Äôest confi√© sur l‚Äôavenir international de son fils Mamadou Sarr, jeune espoir de Chelsea et actuel d√©fenseur des U20 de la France. Entre fiert√©, prudence et espoir, il √©voque les discussions en cours sur une possible venue en s√©lection s√©n√©galaise.
Regardez!",https://senego.com/mamadou-sarr-bientot-avec-lequipe-nationale-du-senegal-regardez-la-reponse-de-son-pere-pape-sarr-ancien-international_1847758.html
Senego,Sport,"Pas vu, pas pris : Ama, Pathé et Julo échappent à la police au premier round","12 juin 2025, 11:18",2025-06-12,Mangoné KA,"Annoncé en France, le lutteur Ama Baldé n’a finalement pas quitté le Sénégal par voie aérienne. Lui, son frère Pathé Baldé et leur neveu « Julo » sont désormais activement recherchés par la justice, après une violente altercation avec les forces de l’ordre lors d’une tentative d’interpellation.
Malgré la réactivité des policiers de Pikine, le trio semble avoir pris une longueur d’avance. Selon des rumeurs persistantes, le départ d’Ama Baldé pour la France était programmé de longue date. Mais après avoir saisi la Direction de la police de l’air et des frontières (Dpaf), les enquêteurs ont constaté qu’aucune trace du lutteur ne figure dans les registres des vols commerciaux au départ du Sénégal.
« Nous pensons qu’il a peut-être quitté le pays en passant par la Gambie ou la Guinée-Bissau, avant de prendre un vol depuis l’un de ces pays », confie une source judiciaire à L’Obs. Une hypothèse qui renforce la thèse d’une évasion préparée.
Face à cette situation, le commissariat de Pikine reste en alerte. Une surveillance discrète est maintenue autour du domicile familial du lutteur à Pikine, ainsi qu’à Niagues, dans la commune de Tivaouane Peulh, où il réside régulièrement.
Pour rappel, les faits remontent à une tentative d’arrestation de « Julo », soupçonné d’agression et de vol de moto. Ama et Pathé Baldé se sont alors opposés violemment à l’interpellation, allant jusqu’à s’en prendre physiquement à un adjudant de police, permettant ainsi à leur neveu de prendre la fuite. Une perquisition dans la chambre de ce dernier a permis de retrouver 14 cornets de chanvre indien et une paire de ciseaux.
Le parquet de Pikine-Guédiawaye a ouvert une procédure judiciaire. Un mandat d’arrêt a été émis à l’encontre des trois hommes, qui seront appréhendés dès leur retour sur le territoire national.",https://senego.com/pas-vu-pas-pris-ama-pathe-et-julo-echappent-a-la-police-au-premier-round_1847746.html
Senego,Sport,Lutte: Un CNG ou une Fédération (Par M. Papa Birame Bigué Mbaye),"12 juin 2025, 10:42",2025-06-12,Diéry DIALLO,"Faisant référence à la Charte du sport, à l’exposé des motifs sans numéro de 2024 relatif aux activités physiques et sportives, à la Lettre de politique sectorielle de développement du sport et aux grands axes de la politique déclinée par le Ministre de la Jeunesse, des Sports et de la Culture, nous pouvons obtenir une Fédération nationale de lutte du Sénégal.
Compte tenu de ce qui suit, le Sénégal, depuis 1994, avec la gestion unitaire et la mise en place du Comité national de gestion de lutte par l’arrêté n°2020 du 21 mars 1994, n’arrive pas, comme les pays limitrophes, africains ou du monde, à devenir une Fédération nationale.
Certes affilié à la Confédération africaine de lutte amateur (CALA), à la FILA (United World Wrestling), au Comité national olympique sportif du Sénégal, et sans oublier l’Union des fédérations francophones de luttes, le Comité passe d’une durée de deux (02) ans à une prorogation.
Le sport est un vecteur important d’attractivité et une vitrine pour le rayonnement des États. Ainsi, les Jeux olympiques de la jeunesse (JOJ) 2026 doivent permettre à toutes nos disciplines d’accéder au sommet (lutte olympique : gréco-romaine, lutte libre, beach wrestling), sans oublier l’organisation de notre sport national, le « Lamb ». La lutte est l’un des sports les plus anciens et les plus populaires au Sénégal. Elle est moderne et traditionnelle.
Lamb, elle est : musique, car marquée par les tam-tams et les chants qui l’accompagnent ; chorégraphie, par les danses ; mode artistique, pour l’accoutrement des lutteurs ; poésie, pour les backs, backous et tous ces éléments qui touchent la sensibilité des amateurs.
Je dis toujours : pas de lutte sans public, pas de public sans spectacle, pas de spectateurs sans belle lutte, pas de belle lutte sans formation de lutteurs de qualité. Maintenant, pour accéder à une Fédération nationale, il faut d’abord régulariser la feuille de route :
la mise en place d’une Fédération ;
l’amélioration du statut du lutteur, du manager et du promoteur ;
la formalisation des écuries en association ;
la décentralisation des programmes de lutte et leur adaptation au contexte et aux réalités locales ;
l’organisation, de façon périodique, d’un festival national de lutte en étroite concertation avec le ministère du Tourisme ;
l’entrée de la lutte aux Jeux olympiques ;
la reconversion professionnelle des pratiquants par la mobilisation des potentialités économiques et sociales ;
le développement, en relation avec les collectivités territoriales, de la dimension culturelle de la lutte et son inscription dans le projet de territorialisation des politiques publiques ;
la prise des mesures nécessaires pour une participation, sous une forme ou une autre, de la lutte sénégalaise à l’animation des prochains JOJ de Dakar 2026 ;
l’appui à l’organisation de programmes de façon régulière, en relation avec les promoteurs et les annonceurs ;
enfin, l’inscription définitive de la lutte, produit sportif, culturel et touristique, dans le projet de faire du Sénégal une société émergente.
Cette structure fédérale sera en conformité avec la Fédération internationale qui a pour but :
d’encourager le développement de la lutte dans tous les styles et de la promouvoir dans tous les pays du monde (comme l’indique à son article 2 le CNG de lutte, dans tout le territoire du pays) ;
d’apporter son soutien et son assistance technique dans tous les pays ;
de contribuer au développement de liens d’amitié entre les lutteurs et entre les fédérations nationales ;
d’établir et de diffuser les règles internationales régissant les différents styles de lutte ;
de superviser l’application des règlements et des règles de lutte aux Jeux olympiques, championnats du monde, coupes du monde, compétitions continentales et à toutes les épreuves internationales qui se disputent sous le contrôle de la Fédération ;
de désigner, sélectionner, former et contrôler les arbitres internationaux, les entraîneurs et les dirigeants, etc.
Une Fédération sénégalaise a été créée de 1959 à 1969 sous le sigle FSLADA (Fédération sénégalaise de lutte amateurs et disciplines assimilées), pour passer en Comité national provisoire de 1969 à 1973, puis en Fédération sénégalaise de lutte (FSL) de 1973 à 1979.
Elle est redevenue Comité national provisoire (CNP) de 1979 à 1986, avant un retour en Fédération sénégalaise de lutte de 1986 à 1990, période marquée par une rupture totale de gestion de la lutte avec, d’un côté, le comité d’administration et de contrôle de la lutte avec frappe, et de l’autre, le comité national provisoire de la lutte amateur. C’est en 1994 qu’on est revenu à une gestion unitaire, comme cité ci-dessus.
Il semblerait qu’il y ait une correspondance concernant le chronogramme de mise en place d’une Fédération sénégalaise de lutte, qui est toujours dans les tiroirs et qui demande une large diffusion aux acteurs de la lutte.
M. Papa Birame Bigué Mbaye
Ancien membre de la commission de règlement et discipline du CNGL
Diplômé en management du sport",https://senego.com/lutte-un-cng-ou-une-federation-par-m-papa-birame-bigue-mbaye_1847744.html
Senego,Sport,Choisir la bonne épée pour vous : Guide d’achat avec TrueKatana,"12 juin 2025, 09:32",2025-06-12,Abdou Nar Dia,"Lorsque vous achetez un katana samouraï en ligne, les options peuvent sembler accablantes. Devriez-vous opter pour une pièce décorative ou une lame fonctionnelle ? Quel type d’acier choisir ? Et si vous vouliez quelque chose inspiré d’un anime comme le
Zangetsu sword
de Bleach ou la légendaire
Kill Bill sword
? C’est là que
TrueKatana
entre en jeu. En tant que l’un des principaux détaillants en ligne d’épées japonaises,
TrueKatana
propose une vaste collection de lames adaptées à chaque usage et style. Voici un guide pour vous aider à choisir l’épée parfaite selon vos besoins.
Définissez votre objectif
Avant de parcourir des centaines d’articles, commencez par définir l’usage que vous ferez de l’épée :
Décoration
Si vous cherchez une épée purement décorative, concentrez-vous sur les éléments esthétiques comme la finition de la lame, le design du tsuba et la couleur du fourreau.
TrueKatana
propose de magnifiques katanas décoratifs parfaits pour une maison ou un bureau.
Pratique des arts martiaux
Si vous pratiquez l’iaido, le kenjutsu ou le tameshigiri, vous aurez besoin d’un véritable katana avec une lame pleine soie, un bon équilibre et un acier robuste comme le T10 ou le carbone 1095.
Cosplay et fans d’anime
Vous voulez compléter votre tenue pour une convention ou une séance photo ? Les répliques d’épées d’anime de
TrueKatana
comme la
Zangetsu sword
ou la
Kill Bill sword
sont conçues pour impressionner grâce à leur style fidèle et leur excellente qualité.
Collectionneurs
Que vous soyez amateur d’épées japonaises traditionnelles ou de lames à thème,
TrueKatana
propose des options rares et personnalisées idéales pour les collectionneurs sérieux.
Comprendre les différences techniques
Choisir une bonne épée ne se limite pas à son apparence. Comprendre les aspects techniques vous aidera à faire le bon choix :
Longueur de lame
Les lames de katana standard mesurent environ 70–76 cm, mais vous pouvez opter pour une lame plus courte (comme un wakizashi ou un tanto) pour une manipulation plus aisée ou un espace restreint.
Courbure
Une courbure prononcée permet une coupe et une sortie plus fluides. Les lames droites peuvent séduire les fans d’épées de ninja ou d’esthétiques modernes.
Type d’acier
Pour les épées fonctionnelles, recherchez des aciers comme le T10, le carbone 1095 ou l’acier Damas plié. Ces matériaux offrent une bonne rétention du tranchant, une grande durabilité et parfois une ligne de trempe visible (hamon).
TrueKatana
indique clairement les spécifications de la lame sur chaque produit, ce qui facilite la comparaison.
Personnalisez votre épée
Une épée doit refléter votre personnalité ou raconter votre histoire.
TrueKatana
propose de nombreuses options de personnalisation, notamment :
Couleur de lame (bleu, rouge, noir, argent)
Matériaux du fourreau (bois, cuir, métal)
Types et couleurs d’enroulement de la poignée
Gravures personnalisées (nom, citation, etc.)
Que vous personnalisiez votre propre épée ou choisissiez un modèle préconçu, vous trouverez de nombreuses options pour correspondre à vos goûts.
Pourquoi TrueKatana vous facilite la vie
Avec un site web convivial, des fiches produits détaillées et la livraison internationale,
TrueKatana
vous enlève toute incertitude lors de l’achat d’un katana. Que vous cherchiez un katana prêt pour le combat, une réplique d’anime comme la
Kill Bill sword
, ou une pièce d’exposition inspirée de la tradition japonaise,
TrueKatana
offre qualité, diversité et savoir-faire.
Alors, si vous êtes prêt à
acheter un katana en ligne
, laissez
TrueKatana
vous guider vers la lame parfaite — fabriquée avec précision, inspirée par la culture, et conçue pour tous les passionnés d’épées.",https://senego.com/la-bonne-epee-pour-vous-guide-dachat-avec-truekatana-2_1847714.html
Senego,People,Sama Wurus : Un mariage compliqué par un mensonge culinaire,"12 juin 2025, 09:05",2025-06-12,Faty BA,"La série « Sama Wurus », diffusée en épisodes, plonge les téléspectateurs dans une comédie familiale et culturelle centrée sur les traditions des Guewel. L’œuvre projette un regard original sur les relations amoureuses, la préservation des coutumes et la tradition culinaire.
Dans le huitième épisode de cette première saison, le personnage principal, Wurus, est confronté à une situation épineuse. Elle a embelli la vérité auprès de son fiancé, Bara Mbaye, affirmant maîtriser l’art de la cuisine, alors que sa véritable compétence culinaire se limite à peine à faire bouillir de l’eau. Ce mensonge, à première vue inoffensif, promet d’évoluer en un défi considérable au fil de leur relation.
Retrouvez davantage d’informations et le détail de cette intrigue divertissante en consultant la publication originale sur le site de nos confrères de Kawtef.",https://senego.com/sama-wurus-un-mariage-complique-par-un-mensonge-culinaire_1847702.html
Senego,Politique,L’Église catholique reçue au Palais : Monseigneur André Gueye remercie l’État pour Popenguine,"12 juin 2025, 09:23",2025-06-12,Mandaw Mbengue,"Ce mercredi, le Président de la République a reçu en audience une délégation d’évêques du Sénégal, conduite par l’archevêque de Dakar, Monseigneur André Gueye. Cette rencontre s’est inscrite dans un esprit de reconnaissance et de dialogue.
L’Église catholique est venue exprimer sa gratitude au Chef de l’État pour le soutien apporté par les autorités à l’organisation du pèlerinage marial de Popenguine, un événement spirituel majeur pour la communauté catholique. Monseigneur Gueye a salué l’engagement de l’État qui a largement contribué au bon déroulement de ce rendez-vous religieux.
Au cours de l’audience, les évêques ont également félicité le Président pour l’initiative du dialogue national, perçue comme un pas important vers la consolidation de la paix sociale et de la cohésion nationale. Une démarche saluée par l’Église, toujours attachée à la stabilité et à l’unité du pays.",https://senego.com/leglise-catholique-recue-au-palais-monseigneur-andre-gueye-remercie-letat-pour-popenguine_1847710.html
Senego,Politique,« Je n’ai rien fait ! » : Sophie Gladima face aux juges dans le scandale du Fonds Covid,"12 juin 2025, 08:49",2025-06-12,Mangoné KA,"Placée sous mandat de dépôt depuis le 21 mai 2025, l’ancienne ministre des Mines et de la Géologie, Aïssatou Sophie Gladima, a été entendue pour la première fois au fond, mercredi, par la Commission d’instruction de la Haute Cour de justice. Inculpée dans une affaire de détournement de deniers publics portant sur un milliard de francs CFA du Fonds force Covid, elle a fermement nié les faits.
Assistée par ses avocats, elle a rejeté toutes les accusations, affirmant n’avoir joué aucun rôle direct dans l’exécution ni dans le paiement des marchés publics en question. Son audition, qui a duré deux heures devant cinq juges, a été l’occasion pour elle de livrer sa version des faits, selon sa défense.  Elle a rappelé que les paiements contestés concernaient des prestations non réalisées, mais que la responsabilité de l’ancienne ministre n’était pas engagée dans l’exécution matérielle ou financière du projet.
Les accusations visent la gestion d’un fonds destiné à la construction d’un centre gravimétrique à Kédougou, en soutien aux orpailleurs touchés par la pandémie. Mme Gladima reste constante dans sa ligne de défense, clamant son innocence.",https://senego.com/je-nai-rien-fait-sophie-gladima-face-aux-juges-dans-le-scandale-du-fonds-covid_1847688.html
Senego,Politique,Sénégal–Congo : Direct Conférence conjointe des Premiers ministres à Dakar,"12 juin 2025, 13:26",2025-06-12,Mangoné KA,"Point de presse conjoint des Premiers ministres du Sénégal et de la République du Congo à l’occasion de la visite d’amitié et de travail d’Anatole Collinet Makosso, Premier ministre congolais et chef du gouvernement.",https://senego.com/senegal-congo-direct-conference-conjointe-des-premiers-ministres-a-dakar_1847801.html
Senego,Politique,(Vidéo) Visite dans le pôle territoire Nord: Regardez l’arrivée du Président Diomaye Faye à Saint Louis,"12 juin 2025, 09:43",2025-06-12,Diéry DIALLO,"Le Président Bassirou Diomaye Faye entame sa tournée dans le pôle territoire Nord par une arrivée remarquée à Saint-Louis. Accueilli avec les honneurs militaires à l’aéroport par le Gouverneur et les autorités locales, le chef de l’État entame une visite axée sur le développement territorial, dans le cadre de la Vision Sénégal 2050, a appris Senego.
Le
@PR_Diomaye
est arrivé à Saint-Louis pour une visite dans le pôle territoire Nord. Accueilli à l’aéroport par le Gouverneur et les autorités locales, il a reçu les honneurs militaires. Une visite placée sous le signe du développement territorial et de la Vision Sénégal 2050.
pic.twitter.com/CIqhCdumcL
— Présidence Sénégal (@PR_Senegal)
June 12, 2025",https://senego.com/video-visite-dans-le-pole-territoire-nord-regardez-larrivee-du-president-diomaye-faye-a-saint-louis_1847716.html
Senego,Politique,Sonko plaide pour une coopération « gagnant-gagnant » entre le Sénégal et le Congo,"12 juin 2025, 16:20",2025-06-12,Mangoné KA,"En marge de la visite d’amitié et de travail du Premier ministre de la République du Congo, Anatole Collinet Makosso, le chef du gouvernement sénégalais, Ousmane Sonko, a animé un point de presse conjoint ce jeudi à Dakar. Une rencontre marquée par la volonté des deux pays d’approfondir leurs relations bilatérales, notamment dans les domaines de la défense, de l’enseignement supérieur et de l’exploitation des ressources naturelles.
« Nous avons considéré qu’il y avait mieux à faire, plus à faire dans le cadre de cette coopération avec le Congo », a déclaré Ousmane Sonko. Il a salué les acquis existants, tout en soulignant les marges de progression possibles, en particulier sur le plan économique.
Sur la coopération sécuritaire, le Premier ministre a rappelé l’existence d’un accord de défense déjà ratifié par Brazzaville, mais encore en attente de ratification par Dakar. « Nous allons nous organiser pour le faire le plus rapidement possible », a-t-il promis.
En matière d’enseignement, Sonko s’est montré satisfait : « Il y a beaucoup de jeunes Congolais qui poursuivent actuellement leur formation dans nos universités, et certains choisissent même de rester au Sénégal pour y travailler. »
Le bois, un enjeu stratégique
Mais c’est sur la question des ressources naturelles que le Premier ministre s’est longuement attardé. Prenant l’exemple du bois, il a évoqué les importants volumes importés par l’Afrique de l’Ouest, en grande partie issus du bassin congolais. « L’Afrique de l’Ouest importe pour plus de 513 millions de dollars de bois, dont l’essentiel provient du Congo et d’autres pays d’Afrique centrale, pour ensuite être transformé hors du continent. C’est une aberration économique », a-t-il dénoncé.
Le Sénégal, deuxième importateur de bois en Afrique de l’Ouest après le Nigeria, représente à lui seul 17 % des importations de la région. « Cela représente plus de 70 milliards de francs CFA. Voilà un axe de coopération très prometteur », a souligné Sonko.
Valoriser localement les matières premières
Le Premier ministre s’est félicité de la nouvelle dynamique engagée par le Congo, notamment l’interdiction de l’exportation de bois brut. « C’est la voie à suivre pour l’Afrique : transformer localement nos matières premières, au moins de manière primaire, sinon définitive. »
Dans cette perspective, il a évoqué l’opportunité pour le secteur privé sénégalais d’investir dans la transformation du bois au Congo, jusqu’à des produits à haute valeur ajoutée destinés au secteur immobilier ou au marché des contreplaqués. « Le bois transformé pourrait ensuite être acheminé vers le Sénégal, où nous pourrions en faire une plateforme d’exportation vers l’Afrique de l’Ouest », a-t-il expliqué.
Un comité mixte sera mis en place pour concrétiser ces axes de coopération, dans un esprit de partenariat équilibré. « Nous ne sommes pas dans une logique de domination. Il ne s’agit pas qu’un pays pompe sur un autre. Nous voulons des coopérations mutuellement gagnantes », a insisté Sonko.
Et de conclure : « Le vrai enjeu, c’est de rapprocher nos peuples. La coopération économique ne peut être durable que si elle s’appuie sur un socle humain et culturel solide. »",https://senego.com/sonko-plaide-pour-une-cooperation-gagnant-gagnant-entre-le-senegal-et-le-congo_1847879.html
Senego,Politique,"Sonko : « La diplomatie commence par le voisinage immédiat, sortons du complexe de l’ailleurs »","12 juin 2025, 15:59",2025-06-12,Mangoné KA,"En marge de la visite d’amitié et de travail du Premier ministre de la République du Congo, Anatole Collinet Makosso, le chef du gouvernement sénégalais, Ousmane Sonko, a tenu un point de presse conjoint ce jeudi à Dakar. Une rencontre au cours de laquelle il a défendu une diplomatie recentrée sur le continent africain et les pays voisins.
« La diplomatie commence par le voisinage immédiat », a affirmé Ousmane Sonko, soulignant que le Sénégal compte réorienter ses priorités diplomatiques vers l’Afrique. Pour lui, cette vision n’est pas nouvelle, mais s’inscrit dans un engagement de longue date. « Ce sont des orientations assumées qui découlent d’un long parcours politique. Cela fait plus de dix ans que nous prônons cette approche dans nos discours, nos écrits et nos programmes », a-t-il rappelé.
Dans un ton critique, le Premier ministre sénégalais a dénoncé une forme d’aliénation héritée de la colonisation qui pousse les pays africains à se tourner instinctivement vers l’extérieur. « L’une des erreurs fondamentales de l’Afrique, c’est cette tendance à considérer qu’un acte diplomatique n’a de valeur que s’il est dirigé vers des puissances étrangères. Aller en visite chez un voisin africain est perçu comme moins prestigieux que se rendre dans un grand hôpital occidental ou asiatique », a-t-il regretté.
Insistant sur la nécessité de renforcer les échanges intra-africains, Sonko a pointé les limites d’une économie extravertie. « Le niveau des échanges entre pays africains est d’une faiblesse inquiétante. Résultat : tout devient plus cher. Nous exportons et importons des produits à des milliers de kilomètres alors que les matières premières viennent souvent d’Afrique même », a-t-il déploré.
Pour sortir de ce cycle, le chef du gouvernement sénégalais appelle à rompre avec les réflexes hérités et à assumer pleinement le potentiel africain. « Il faut casser ce cycle et sortir de ce complexe. Nous resterons bien entendu ouverts au monde, le président de la République a effectué plusieurs déplacements hors du continent, et moi-même je commencerai aussi bientôt à voyager. Mais chaque déplacement aura un objectif précis, tourné vers les intérêts du Sénégal », a-t-il conclu.",https://senego.com/sonko-la-diplomatie-commence-par-le-voisinage-immediat-sortons-du-complexe-de-lailleurs_1847859.html
Senego,Sport,L’affaire Ama Baldé prend une autre ampleur : La police de l’air et des frontières aux trousses de la famille Baldé,"12 juin 2025, 08:29",2025-06-12,Mandaw Mbengue,"Le célèbre lutteur Ama Baldé, son frère Pathé Baldé, et leur neveu surnommé « Julo », sont désormais dans le viseur de la justice. Tous trois sont activement recherchés par la Police de l’air et des frontières (PAF), après une altercation tendue avec les forces de l’ordre.
Les faits remontent à une tentative d’interpellation de « Julo », accusé d’agression et de vol de moto. Ama et Pathé Baldé se seraient opposés avec véhémence à cette arrestation, allant jusqu’à provoquer une confrontation physique avec un adjudant de police. Profitant de la confusion, le jeune suspect a réussi à prendre la fuite.
Une perquisition menée peu après dans la chambre de Julo a abouti à la saisie de 14 cornets de chanvre indien et d’une paire de ciseaux. Mais entre-temps, les frères Baldé avaient disparu, échappant aux policiers mobilisés pour l’opération.
Le parquet de Pikine-Guédiawaye a été immédiatement saisi. Une procédure a été enclenchée pour permettre l’arrestation des trois hommes dès qu’ils franchiront les frontières nationales. L’affaire prend une tournure judiciaire sérieuse, et la cavale du trio ne semble être qu’une question de temps.",https://senego.com/laffaire-ama-balde-prend-une-autre-ampleur-la-police-de-lair-et-des-frontieres-aux-trousses-de-la-famille-balde_1847682.html
Senego,Politique,"Presse du Jour : Diakhaté en prison, Farba Ngom débouté, Sophie Gladima auditionnée (Senego TV)","12 juin 2025, 12:26",2025-06-12,Mangoné KA,"La presse du jour met en lumière les enjeux de la tournée économique du Président Diomaye Faye dans la région de Saint-Louis, où paysans et industriels nourrissent de fortes attentes.
Sur le plan judiciaire, l’attention se porte sur plusieurs dossiers brûlants : Moustapha Diakhaté a été incarcéré, la demande de liberté provisoire de Farba Ngom, gravement malade, a été rejetée, tandis que Sophie Gladima est toujours auditionnée sur le fond de son affaire.
Par ailleurs, certains médias réclament la suppression de l’article 80, qui sanctionne l’offense au chef de l’État.
Dans le même temps, la tuberculose s’est dangereusement propagée à Pikine-Guédiawaye, avec plus de 500 cas dépistés..",https://senego.com/presse-du-jour-diakhate-en-prison-farba-ngom-deboute-sophie-gladima-auditionnee-senego-tv_1847782.html
Senego,Politique,"Gladima accusée, le témoin clé rassure : « Pas de panique, les 73 millions mis dans un coffre-fort »","12 juin 2025, 10:31",2025-06-12,Mangoné KA,"Dans lâ€™affaire qui secoue lâ€™ancienne ministre des Mines, Sophie Gladima, le dÃ©cor frÃ´le lâ€™absurde : un centre de gravimÃ©trie jamais sorti de terre, un terrain introuvable, mais un tÃ©moin imperturbable. Ibrahima Issa, entrepreneur en premiÃ¨re ligne, assure quâ€™il a Â« planquÃ© Â» les 73 millions restants Ã  la Caisse des DÃ©pÃ´ts. Selon lui, les fonds dorment bien, au frais. Gladima, de son cÃ´tÃ©, clame son innocence…
Dans le dossier visant AÃ¯ssatou Sophie Gladima, ancienne ministre des Mines, le premier Ã  Ãªtre entendu en qualitÃ© de tÃ©moin a Ã©tÃ© le SÃ©nÃ©galo-libanais Ibrahima Issa.
Dans le cadre de lâ€™enquÃªte visant lâ€™ex-ministre des Mines, Sophie Gladima, la Haute Cour de justice a entendu le premier tÃ©moin, Ibrahima Issa, entrepreneur chargÃ© du Centre de gravimÃ©trie de KÃ©dougou.
Il affirme avoir rÃ©alisÃ© 75 % du chantier, Ã©valuÃ© Ã  193 millions de FCFA, et avoir dÃ©posÃ© les 73 millions restants Ã  la Caisse des dÃ©pÃ´ts, faute de terrain pour achever les travaux.
Il prÃ©cise nâ€™avoir jamais eu de contact direct avec Gladima, traitant uniquement avec le Dage du ministÃ¨re. De son cÃ´tÃ©, lâ€™ancienne ministre rejette toute accusation de dÃ©tournement, Ã©voquant une procÃ©dure budgÃ©taire classique et des blocages administratifs locaux pour expliquer les retards.
Son avocat dÃ©nonce un dossier Â« vide Â» et annonce une demande de libertÃ© provisoire, ainsi quâ€™un recours pour obtenir un non-lieu.",https://senego.com/gladima-accusee-le-temoin-cle-rassure-pas-de-panique-les-73-millions-mis-dans-un-coffre-fort_1847729.html
